ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
PM,BKLYN,nypd activity,person,11/05/19,"Northbound 5 trains are running local from President St to Atlantic Av-Barclays Ctr and then on the 2 line from Nevins St to 149 St-Grand Concourse while NYPD responds to a request for assistance at Nevins St.

Expect delays in northbound service.",bklyn 5 train nypd activity,12:42:51,12,42,5,,,
PM,BX,nypd activity,person,11/05/19,Southbound 5 trains are delayed while NYPD responds to a request for assistance at Baychester Av.,bx 5 train nypd activity,1:24:56,1,24,5,,,
AM,MANH,mechanical problems,train,11/05/19,Northbound 6 trains are delayed because of a train with mechanical problems at Brooklyn-Bridge City Hall.,manh 6 trains mechanical problems,8:05:39,8,5,6,,,
PM,MANH,unsanitary train,person,11/05/19,Main St-bound 7 trains are delayed while we isolate a dirty train car at 5 Av.,manh 7 trains isolate a dirty train car,9:24:01,9,24,7,,,
AM,BKLYN,medical problems,person,11/05/19,Southbound A trains are proceeding with delays after NYPD and FDNY assisted someone at Broadway Junction.,bklyn a train medical help,9:58:23,9,58,A,,,
AM,MANH,sick passenger,person,11/05/19,Southbound A and E trains are running with delays while we get EMS assistance for a customer at 34 St-Penn Station.,manh a and e trains sick customer,4:52:27,4,52,A,,,
AM,MANH,sick passenger,person,11/05/19,Expect longer waits for northbound A trains in Midtown and upper Manhattan after we assisted a sick customer earlier at Broadway Junction.,manh a train sick customer,7:52:52,7,52,A,,,
PM,QNS,signal malfunction,train,11/05/19,Northbound A trains are running with delays because of a signal malfunction at 80 St.,qns a trains signal malfunction,4:43:43,4,43,A,,,
AM,MANH,door problems,train,11/05/19,Southbound B and D trains are delayed while we remove a train with a door problem from service at 34 St-Herald Sq.,manh b and d trains door problem,7:16:06,7,16,B,,,
PM,MANH,removed a train from service,train,11/05/19,Southbound B and D trains are stopping along the F line from B'way-Lafayette to Coney Island-Stillwell Av while we remove a train with mechanical problems from service at Grand St.,manh b and d trains train removed from service,2:21:41,2,21,B,,,
PM,BKLYN,signal malfunction,train,11/05/19,Southbound B and D trains are running with delays because of a signal malfunction at DeKalb Av.,bklyn b and d trains signal malfunction,4:45:45,4,45,B,,,
AM,BKLYN,medical problems,person,11/05/19,Northbound C trains are proceeding with delays after we got medical assistance for a passenger at Lafayette Av.,bklyn c trains medical assistance,6:57:38,6,57,C,,,
PM,MANH,signal malfunction,train,11/05/19,Northbound E and 71 Av-bound M trains are delayed because of a signal malfunction at 5 Av-53 St.,manh e and m trains signal malfunction,7:44:27,7,44,E,,,
PM,MANH,medical problems,person,11/05/19,Southbound F and M trains are delayed while we provide medical help to someone at W 4 St-Wash Sq.,manh f and m trains medical help,8:08:52,8,8,F,,,
AM,QNS,rail replacement,train,11/05/19,Jamaica-bound F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av while we repair a rail at 67 Av.,qns f trains rail replacement,1:16:59,1,16,F,,,
PM,MANH,signal malfunction,train,11/05/19,Expect delays in F train service as they share the track with rerouted E and M trains while we work to correct a signal malfunction at 5 Av-53 St.,manh f trains signal malfunction,8:02:10,8,2,F,,,
PM,QNS,switch problems,train,11/05/19,Southbound F trains are delayed because of a switch malfunction at Jamaica-179 St.,qns f trains switch malfunction,7:53:49,7,53,F,,,
AM,BKLYN,unauthorized person,person,11/05/19,F and G trains are delayed in both directions while we get police assistance for an unauthorized person on the tracks at Bergen St.,bklyn f and g trains unauthorized person on the tracks,3:03:15,3,3,F,,,
PM,BKLYN,unauthorized person,person,11/05/19,"There are delays and multiple impacts in F and G train service while we request NYPD assistance for an unauthorized person on the tracks at Church Av.

Northbound F trains are stopping along the D line from Coney Island-Stillwell Av to B'way-Lafayette St. 

G trains are holding in stations in both directions.",bklyn f and g trains unauthorized person on tracks,7:51:08,7,51,F,,,
PM,BKLYN,unsanitary train,person,11/05/19,Canarsie-bound L trains are delayed while we remove a soiled train car from service at Bedford Av.,bklyn l trains soiled car,8:04:56,8,4,L,,,
PM,MANH,brake activation,train,11/05/19,Expect longer wait times in northbound N and Q train service after someone pulled the emergency cord that caused the train's brakes to activate at 14 St-Union Sq.,manh n and q trains brake activation,5:46:44,5,46,N,,,
AM,SI,inclement weather,other,11/05/19,SIR trains are delayed in both directions because of slippery rails caused by the inclement weather.,si sir trains inclement weather,3:53:22,3,53,SIR,,,
PM,MANH,loss of power,other,11/05/19,42 St Shuttle trains are delayed in both directions because of a temporary loss of power at Grand Central-42 St.,manh 42 st shuttle trains temporary loss of power,7:05:18,7,5,S,,,
AM,MANH,shuttle inspection,person,11/05/19,"42 St S trains are only operating on one track while we conduct an inspection.

Expect crowded trains and platforms.

Please take the 7 train instead.",manh 42 st shuttle inspection,8:07:45,8,7,S,,,
AM,MANH,unsanitary train,person,11/05/19,Expect longer wait times for southbound 2 and 3 trains while we isolate a soiled car at Borough Hall.,manh 2/3 trains isolated car,12:02:14,12,2,2,,,
PM,BX,brake activation,train,11/06/19,1 trains are delayed in both directions while crews investigate the cause of a train's brakes activating at Van Cortlandt Park-242 St.,bx 1 trains brakes activating,11:24:12,11,24,1,,,
PM,BX,medical problems,person,11/06/19,"Northbound 1 trains are running on the express track from 215 St to Van Cortlandt Park-242 St while we request medical help for someone at 225 St.

For service to/from bypassed stations, take a southbound 1 train.",bx 1 train medical help,4:37:21,4,37,1,,,
PM,BX,nypd activity,person,11/06/19,1 trains are running with delays in both directions while we request NYPD assistance for a disruptive passenger at Van Cortlandt Park-242 St.,bx 1 trains nypd assistance,6:44:24,6,44,1,,,
PM,BX,brake activation,train,11/06/19,Northbound 2 and 5 trains are running express from 3 Av-149 St to E 180 St while we investigate why a train's brakes were activated at Freeman St.,bx 2 and 5 trains train with brake activation,2:05:43,2,5,2,,,
AM,MANH,brake activation,train,11/06/19,"Northbound 5 trains will run via the 2 line from Nevins St to 149 St-Grand Concourse while we investigate what activated a train's brakes at Brooklyn Bridge-City Hall.

Expect delay in 4 train service.",manh 4 and 5 trains brake activation,8:34:45,8,34,4,,,
PM,MANH,disruptive passenger,person,11/06/19,Bronx-bound 4 and 5 trains are delayed while we request police assistance for a disruptive passenger at Bowling Green.,manh 4 and 5 trains disruptive passenger,10:19:19,10,19,4,,,
AM,BX,nypd activity,person,11/06/19,Expect a longer wait for southbound 4 trains after NYPD responded to a request at 167 St.,bx 4 trains nypd activity,7:24:10,7,24,4,,,
AM,MANH,rail replacement,train,11/06/19,"Northbound 4 and 6 trains are running on the express track from Grand Central-42 St to 125 St while our crews replace rails at 116 St.

For service to/from the bypassed stations, take a southbound local train.",manh 4 and 6 trains rail replacement,1:43:20,1,43,4,,,
AM,MANH,switch problems,train,11/06/19,Downtown 4 and 6 trains are delayed because of a switch malfunction at 14 St-Union Square.,manh 4 and 6 trains switch malfunction,3:05:30,3,5,4,,,
AM,MANH,brake activation,train,11/06/19,Northbound 5 trains will run via the 2 line from Nevins St to 149 St-Grand Concourse while we investigate what activated a train's brakes at Brooklyn Bridge,5 trains manh brake activation,8:35:33,8,35,5,,,
AM,BX,medical problems,person,11/06/19,Northbound 6 trains are delayed while we get medical help for a passenger Hunts Point Av.,bx 6 trains medical assistance,9:22:59,9,22,6,,,
AM,BX,unsanitary train,person,11/06/19,Northbound 6 trains are delayed while we isolate a car with a soiled interior at Brook Av.,bx 6 train isolate car,10:08:05,10,8,6,,,
PM,BKLYN,disruptive passenger,person,11/06/19,Southbound A trains are holding in stations in Brooklyn while we request NYPD assistance for a group of disruptive passengers at Grant Av.,bklyn a trains disruptive passengers,5:46:15,5,46,A,,,
AM,BKLYN,door problems,train,11/06/19,Northbound A and C trains are delayed while we remove a train with a door problem from service at Jay St-MetroTech.,bklyn a and c trains door problem,8:15:55,8,15,A,,,
PM,BKLYN,brake activation,train,11/06/19,Northbound B and Q trains are delayed while we investigate why a train's brakes were activated at Prospect Park.,bklyn b and q trains brake activation,2:19:55,2,19,B,,,
AM,BKLYN,signal problems,train,11/06/19,Customers on southbound B and Q trains may experience delays while they share the track at DeKalb Av with D trains because of a signal problem.,bklyn b and q trains signal problem,9:36:35,9,36,B,,,
AM,BKLYN,door problems,train,11/06/19,Northbound C trains are delayed while we work to fix a door problem on a train at Clinton-Washington Avs.,bklyn c train door problem,9:07:10,9,7,C,,,
PM,BKLYN,signal problems,train,11/06/19,Northbound D trains are delayed because of a signal problem at 71 St.,bklyn d train signal problem,12:26:15,12,26,D,,,
AM,BKLYN,signal problems,train,11/06/19,"Southbound D trains are stopping at DeKalb Av because of a signal problem near that station.

Expect delays in southbound service.",bklyn d train signal problem,9:32:46,9,32,D,,,
AM,BKLYN,signal problems,train,11/06/19,"D train service is suspended between Bay Pkwy and Coney Island-Stillwell Av in both directions because of a signal problem at Coney Island-Stillwell Av.

Expect delays in both directions.",bklyn d train signal problem,8:06:18,8,6,D,,,
PM,MANH,medical problems,person,11/06/19,"Southbound E trains are running on the F line from 36 St to W 4 St-Wash Sq while we get medical help for someone at 5 Av-53 St.

Southbound M trains are running on the F line from 36 St to 47-50 Sts Rockefeller Ctr.

Expect delays in southbound service.

For alternate local service between 50 St and W 4 St-Wash Sq, use C service.

For alternate service to/from 5 Av-53 St and Lexington Av-53 St, use R service at 5 Av-59 St or Lexington Av-59 St. Transfer between trains at Jackson Hts-Roosevelt Av in Queens or Times Sq-42 St E/R and 34 St-Herald Sq M/R in Manhattan.",manh e and m trains medical help,1:45:07,1,45,E,,,
PM,MANH,track maintenance,train,11/06/19,59 St-bound A and 179 St-bound E trains are delayed because of congestion caused by FASTRACK Maintenance in Manhattan.,manh e trains fastrack maintenance,11:56:26,11,56,E,,,
PM,MANH,medical problems,person,11/06/19,179 St-bound F and 71 Av-bound M trains are running with delays while we request EMS assistance for someone at 42 St-Bryant Park.,manh f and m trains medical assistance,8:43:23,8,43,F,,,
AM,QNS,rail replacement,train,11/06/19,Northbound F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av while our crews replace rails at 67 Av.,qns f trains rail replacement,1:44:54,1,44,F,,,
PM,MANH,switch problems,train,11/06/19,179 St-bound F and 71 Av-bound M trains are holding in stations while our crews work to correct a switch problem at 47-50 Sts-Rockefeller Center.,manh f and m trains switch problem,9:13:04,9,13,F,,,
AM,QNS,switch problems,train,11/06/19,"F trains are experiencing delays entering and leaving Jamaica-179 St because of a switch problem at that station.

Expect longer waits for southbound trains.",qns f train switch problem,10:37:14,10,37,F,,,
AM,BKLYN,door problems,train,11/06/19,Expect a longer wait for northbound G trains after we address a door problem on a train at Classon Av.,bklyn g trains door problem,8:15:46,8,15,G,,,
AM,BKLYN,brake activation,train,11/06/19,Jamaica Center-bound J trains are delayed while we investigate why a train's brakes were activated at Norwood Av.,bklyn j trains brake activation,3:21:13,3,21,J,,,
AM,QNS,brake activation,train,11/06/19,Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Woodhaven Blvd.,qns j trains brake activation,12:32:42,12,32,J,,,
PM,BKLYN,medical problems,person,11/06/19,"Jamaica-bound J and Metropolitan Av-bound M trains are running express from Marcy Av to Myrtle Av while we request EMS assistance for someone at Hewes St.

For service to/from bypassed stations, consider using Broad St-bound J trains or 71 Av-bound M trains.",bklyn j and m trains medical assistance,6:48:22,6,48,J,,,
AM,QNS,signal problems,train,11/06/19,Broad St-bound J trains are running at slower speeds near 121 St while we work to correct a signal problem at that station.,qns j trains signal problem,8:19:33,8,19,J,,,
