no,which,ampm,borough,cause,date,message,subject,time,train
33,NYC,PM,MANH,mechanical problems,11/05/19,Northbound 1 trains are running with delays after we removed a train with a mechanical problem from service at 191 St.,manh 1 train mechanical problem,2:00:19,1
39,NYC,AM,MANH,mechanical problems,11/05/19,Northbound 6 trains are delayed because of a train with mechanical problems at Brooklyn-Bridge City Hall.,manh 6 trains mechanical problems,8:05:39,6
0,NYC,AM,BKLYN,medical problems,11/05/19,Southbound A trains are proceeding with delays after NYPD and FDNY assisted someone at Broadway Junction.,bklyn a train medical help,9:58:23,A
16,NYC,AM,BKLYN,medical problems,11/05/19,Northbound C trains are proceeding with delays after we got medical assistance for a passenger at Lafayette Av.,bklyn c trains medical assistance,6:57:38,C
3,NYC,PM,MANH,medical problems,11/05/19,Southbound F and M trains are delayed while we provide medical help to someone at W 4 St-Wash Sq.,manh f and m trains medical help,8:08:52,"F, M"
0,NYC,PM,BKLYN,nypd activity,11/05/19,Northbound 4 trains are delayed while NYPD responds to a request for assistance at Nevins St.,bklyn 4 train nypd activity,12:43:25,4
1,NYC,PM,BKLYN,nypd activity,11/05/19,"Northbound 5 trains are running local from President St to Atlantic Av-Barclays Ctr and then on the 2 line from Nevins St to 149 St-Grand Concourse while NYPD responds to a request for assistance at Nevins St.

Expect delays in northbound service.",bklyn 5 train nypd activity,12:42:51,5
40,NYC,PM,BX,nypd activity,11/05/19,Southbound 5 trains are delayed while NYPD responds to a request for assistance at Baychester Av.,bx 5 train nypd activity,1:24:56,5
49,NYC,AM,MANH,nypd activity,11/05/19,Northbound 4 and 5 trains are running local from Grand Central-42 St to 125 St because of NYPD activity at 59 St.,manh 4 and 5 trains nypd activity,7:39:05,"4, 5"
29,NYC,AM,QNS,rail replacement work,11/05/19,Jamaica-bound F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av while we repair a rail at 67 Av.,qns f trains rail replacement,1:16:59,F
24,NYC,PM,MANH,removed a train from service,11/05/19,Southbound B and D trains are stopping along the F line from B'way-Lafayette to Coney Island-Stillwell Av while we remove a train with mechanical problems from service at Grand St.,manh b and d trains train removed from service,2:21:41,"B, D"
38,NYC,AM,MANH,shuttle inspection,11/05/19,"42 St S trains are only operating on one track while we conduct an inspection.

Expect crowded trains and platforms.

Please take the 7 train instead.",manh 42 st shuttle inspection,8:07:45,
34,NYC,AM,MANH,sick passenger,11/05/19,Southbound A and E trains are running with delays while we get EMS assistance for a customer at 34 St-Penn Station.,manh a and e trains sick customer,4:52:27,"A, E"
44,NYC,AM,MANH,sick passenger,11/05/19,Expect longer waits for northbound A trains in Midtown and upper Manhattan after we assisted a sick customer earlier at Broadway Junction.,manh a train sick customer,7:52:52,A
35,NYC,PM,BKLYN,signal malfunction,11/05/19,Southbound B and D trains are running with delays because of a signal malfunction at DeKalb Av.,bklyn b and d trains signal malfunction,4:45:45,"B, D"
16,NYC,PM,MANH,signal malfunction,11/05/19,Northbound E and 71 Av-bound M trains are delayed because of a signal malfunction at 5 Av-53 St.,manh e and m trains signal malfunction,7:44:27,"E, M"
9,NYC,PM,MANH,signal malfunction,11/05/19,Expect delays in F train service as they share the track with rerouted E and M trains while we work to correct a signal malfunction at 5 Av-53 St.,manh f trains signal malfunction,8:02:10,F
36,NYC,PM,QNS,signal malfunction,11/05/19,Northbound A trains are running with delays because of a signal malfunction at 80 St.,qns a trains signal malfunction,4:43:43,A
6,NYC,PM,BKLYN,unsanitary train,11/05/19,Canarsie-bound L trains are delayed while we remove a soiled train car from service at Bedford Av.,bklyn l trains soiled car,8:04:56,L
38,NYC,PM,MANH,unsanitary train,11/05/19,Main St-bound 7 trains are delayed while we isolate a dirty train car at 5 Av.,manh 7 trains isolate a dirty train car,9:24:01,"7, A"
19,NYC,AM,MANH,unsanitary train,11/05/19,Expect longer wait times for southbound 2 and 3 trains while we isolate a soiled car at Borough Hall.,manh 2/3 trains isolated car,12:02:14,
12,NYC,PM,QNS,switch problems,11/05/19,Southbound F trains are delayed because of a switch malfunction at Jamaica-179 St.,qns f trains switch malfunction,7:53:49,F
27,NYC,AM,BKLYN,unauthorized person,11/05/19,F and G trains are delayed in both directions while we get police assistance for an unauthorized person on the tracks at Bergen St.,bklyn f and g trains unauthorized person on the tracks,3:03:15,"F, G"
13,NYC,PM,BKLYN,unauthorized person,11/05/19,"There are delays and multiple impacts in F and G train service while we request NYPD assistance for an unauthorized person on the tracks at Church Av.

Northbound F trains are stopping along the D line from Coney Island-Stillwell Av to B'way-Lafayette St. 

G trains are holding in stations in both directions.",bklyn f and g trains unauthorized person on tracks,7:51:08,"F, G"
32,NYC,PM,BX,brake activation,11/06/19,1 trains are delayed in both directions while crews investigate the cause of a train's brakes activating at Van Cortlandt Park-242 St.,bx 1 trains brakes activating,11:24:12,1
24,NYC,AM,MANH,brakes activated,11/06/19,Northbound 5 trains will run via the 2 line from Nevins St to 149 St-Grand Concourse while we investigate what activated a train's brakes at Brooklyn Bridge,5 trains manh brakes activated,8:35:33,5
5,NYC,PM,BKLYN,brakes activated,11/06/19,Northbound B and Q trains are delayed while we investigate why a train's brakes were activated at Prospect Park.,bklyn b and q trains brakes activated,2:19:55,"B, Q"
30,NYC,AM,BKLYN,brakes activated,11/06/19,Jamaica Center-bound J trains are delayed while we investigate why a train's brakes were activated at Norwood Av.,bklyn j trains brakes activated,3:21:13,J
11,NYC,AM,BKLYN,brakes activated,11/06/19,"There are delays and multiple impacts to Q service while we investigate what activated a train's brakes at Coney Island-Stillwell Av.

There is no service on the Q line in both directions between Coney Island-Stillwell Av and Brighton Beach. 

Some northbound Q trains will run on the D line from Coney Island-Stillwell Av to DeKalb Av.",bklyn q train brakes activated,9:01:38,Q
13,NYC,AM,BKLYN,brakes activated,11/06/19,Q trains are delayed in both directions because a train's brakes were activated at Coney Island-Stillwell Av.,bklyn q train brakes activated,8:56:15,Q
15,NYC,PM,BX,brakes activated,11/06/19,Northbound 2 and 5 trains are running express from 3 Av-149 St to E 180 St while we investigate why a train's brakes were activated at Freeman St.,bx 2 and 5 trains train with brakes activated,2:05:43,"2, 5"
26,NYC,AM,MANH,brakes activated,11/06/19,"Northbound 5 trains will run via the 2 line from Nevins St to 149 St-Grand Concourse while we investigate what activated a train's brakes at Brooklyn Bridge-City Hall.

Expect delay in 4 train service.",manh 4 and 5 trains brakes activated,8:34:45,"4, 5"
29,NYC,AM,MANH,brakes activated,11/06/19,"Northbound R trains are running on the Q line from DeKalb Av to Canal St while we investigate why a train's brakes were activated at Whitehall St.

For service to/from bypassed stations, consider using southbound R train service.

Expect delays in northbound N, Q and R service.",manh r trains train with brakes activated,11:36:25,R
15,NYC,AM,QNS,brakes activated,11/06/19,Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Woodhaven Blvd.,qns j trains brakes activated,12:32:42,J
16,NYC,PM,BKLYN,disruptive passenger,11/06/19,Southbound A trains are holding in stations in Brooklyn while we request NYPD assistance for a group of disruptive passengers at Grant Av.,bklyn a trains disruptive passengers,5:46:15,A
6,NYC,PM,MANH,disruptive passenger,11/06/19,Bronx-bound 4 and 5 trains are delayed while we request police assistance for a disruptive passenger at Bowling Green.,manh 4 and 5 trains disruptive passenger,10:19:19,"4, 5"
7,NYC,PM,MANH,disruptive passenger,11/06/19,42 St Shuttle trains are delayed in both directions while we request NYPD assistance for a disruptive passenger at Grand Central-42 St.,manh 42 st shuttle trains disruptive passenger,5:59:11,
36,NYC,AM,BKLYN,door problems,11/06/19,Northbound A and C trains are delayed while we remove a train with a door problem from service at Jay St-MetroTech.,bklyn a and c trains door problem,8:15:55,"A, C"
8,NYC,AM,BKLYN,door problems,11/06/19,Northbound C trains are delayed while we work to fix a door problem on a train at Clinton-Washington Avs.,bklyn c train door problem,9:07:10,C
37,NYC,AM,BKLYN,door problems,11/06/19,Expect a longer wait for northbound G trains after we address a door problem on a train at Classon Av.,bklyn g trains door problem,8:15:46,G
34,NYC,PM,BKLYN,medical problems,11/06/19,"Jamaica-bound J and Metropolitan Av-bound M trains are running express from Marcy Av to Myrtle Av while we request EMS assistance for someone at Hewes St.

For service to/from bypassed stations, consider using Broad St-bound J trains or 71 Av-bound M trains.",bklyn j and m trains medical assistance,6:48:22,"J, M"
34,NYC,PM,BX,medical problems,11/06/19,"Northbound 1 trains are running on the express track from 215 St to Van Cortlandt Park-242 St while we request medical help for someone at 225 St.

For service to/from bypassed stations, take a southbound 1 train.",bx 1 train medical help,4:37:21,1
43,NYC,AM,BX,medical problems,11/06/19,Northbound 6 trains are delayed while we get medical help for a passenger Hunts Point Av.,bx 6 trains medical assistance,9:22:59,6
26,NYC,PM,MANH,medical problems,11/06/19,"Southbound E trains are running on the F line from 36 St to W 4 St-Wash Sq while we get medical help for someone at 5 Av-53 St.

Southbound M trains are running on the F line from 36 St to 47-50 Sts Rockefeller Ctr.

Expect delays in southbound service.

For alternate local service between 50 St and W 4 St-Wash Sq, use C service.

For alternate service to/from 5 Av-53 St and Lexington Av-53 St, use R service at 5 Av-59 St or Lexington Av-59 St. Transfer between trains at Jackson Hts-Roosevelt Av in Queens or Times Sq-42 St E/R and 34 St-Herald Sq M/R in Manhattan.",manh e and m trains medical help,1:45:07,"E, M"
41,NYC,PM,MANH,medical problems,11/06/19,179 St-bound F and 71 Av-bound M trains are running with delays while we request EMS assistance for someone at 42 St-Bryant Park.,manh f and m trains medical assistance,8:43:23,"F, M"
32,NYC,AM,MANH,medical problems,11/06/19,Northbound N and Q trains are running local from Canal St to 34 St-Herald Sq while we get medical assistance for someone at 14 St-Union Sq.,manh n and q trains medical assistance,6:37:03,"N, Q"
13,NYC,AM,BX,nypd activity,11/06/19,Expect a longer wait for southbound 4 trains after NYPD responded to a request at 167 St.,bx 4 trains nypd activity,7:24:10,4
35,NYC,PM,BX,nypd activity,11/06/19,1 trains are running with delays in both directions while we request NYPD assistance for a disruptive passenger at Van Cortlandt Park-242 St.,bx 1 trains nypd assistance,6:44:24,1
31,NYC,AM,MANH,rail replacement work,11/06/19,Downtown N and Q trains are delayed while our crews perform rail replacement work near 34 St-Herald Square.,manh n and q trains rail replacement work,3:19:13,"N, Q"
21,NYC,AM,MANH,rail replacement work,11/06/19,"Northbound 4 and 6 trains are running on the express track from Grand Central-42 St to 125 St while our crews replace rails at 116 St.

For service to/from the bypassed stations, take a southbound local train.",manh 4 and 6 trains rail replacement,1:43:20,"4, 6"
19,NYC,AM,QNS,rail replacement work,11/06/19,Northbound F trains are running local from Jackson Hts-Roosevelt Av to Forest Hills-71 Av while our crews replace rails at 67 Av.,qns f trains rail replacement,1:44:54,F
28,NYC,PM,BKLYN,signal malfunction,11/06/19,Q trains are running with delays in both directions because of a signal malfunction at Coney Island-Stillwell Av.,bklyn q trains signal malfunction,9:20:17,Q
30,NYC,AM,BKLYN,signal problems,11/06/19,Customers on southbound B and Q trains may experience delays while they share the track at DeKalb Av with D trains because of a signal problem.,bklyn b and q trains signal problem,9:36:35,"B, Q"
11,NYC,PM,BKLYN,signal problems,11/06/19,Northbound D trains are delayed because of a signal problem at 71 St.,bklyn d train signal problem,12:26:15,D
32,NYC,AM,BKLYN,signal problems,11/06/19,"Southbound D trains are stopping at DeKalb Av because of a signal problem near that station.

Expect delays in southbound service.",bklyn d train signal problem,9:32:46,D
44,NYC,AM,BKLYN,signal problems,11/06/19,"D train service is suspended between Bay Pkwy and Coney Island-Stillwell Av in both directions because of a signal problem at Coney Island-Stillwell Av.

Expect delays in both directions.",bklyn d train signal problem,8:06:18,D
38,NYC,AM,MANH,signal problems,11/06/19,Northbound N and Q trains are proceeding with delays following a signal malfunction between 34 St-Herald Sq and 5 Av/59 St.,manh n and q trains signal problem,1:20:13,"N, Q"
